ID,cidade,pf1,sexo,idade1,idade,p3a,p3b,p3c,p3d,p3e,p3f,p3g,p3h,p3i,p3j,p3k,p3l,p3m,p3n,p4a,p4b,p4c,p4d,p4e,p4f,p4g,p4h,p4i,p4j,p4k,p4l,p4m,p4n,p57,religiao,RELIGIAO2,escola,p59,PESO
49156917,12,1,2,82,6,96,96,96,96,96,96,96,96,96,96,96,96,96,96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,8,7,1,1,1.052830271
49156991,10,1,2,43,4,3,9,1,7,8,8,2,4,7,3,96,6,2,96,3,1,4,4,3,3,4,4,3,4,3,4,2,3,1,8,7,5,1,1.054218415
49157132,12,1,2,23,2,5,10,5,10,10,5,6,8,10,96,96,6,9,10,1,1,3,2,3,3,3,4,2,4,4,2,1,1,1,6,5,6,3,1.126017866
49157153,1,1,2,42,4,5,7,10,9,8,9,9,10,5,9,1,5,8,96,2,3,3,2,2,2,2,2,2,3,3,2,1,4,1,8,7,6,2,0.7929480121
49157156,12,1,1,50,5,10,7,10,9,10,10,7,8,9,10,5,10,7,2,1,2,3,2,2,2,2,3,3,3,3,1,2,4,2,8,7,6,3,0.7441268632
49157209,12,1,1,19,2,1,10,3,96,5,96,5,96,8,96,96,96,2,8,3,2,3,3,3,4,3,4,1,4,4,4,3,1,1,5,1,5,2,1.329312308
49157210,12,1,1,17,2,4,10,2,6,8,6,3,96,10,2,96,96,7,9,3,2,3,1,4,3,3,4,4,4,4,4,1,1,1,3,2,4,1,1.272313059
49157214,2,1,1,52,5,9,5,9,10,8,10,10,10,10,8,10,9,8,10,3,2,3,1,2,1,1,4,1,2,2,1,3,3,1,8,7,2,1,1.07903229
49157232,12,1,1,28,3,4,10,5,6,6,10,5,2,10,3,5,3,6,8,3,1,3,4,4,3,4,4,3,4,4,4,2,2,2,1,1,5,3,1.084561078
49157252,12,1,1,35,4,5,10,5,8,8,10,8,5,8,5,3,5,3,10,2,1,3,1,2,2,1,4,1,4,4,2,3,1,1,8,7,5,2,1.060668106
49157290,9,1,2,25,3,96,10,96,8,96,96,96,96,96,96,96,10,96,96,4,4,4,4,4,4,4,4,4,4,4,3,4,2,2,4,2,2,3,1.169659814
49157322,12,1,1,46,5,9,7,6,6,5,5,4,4,4,6,2,5,10,2,1,2,3,2,3,3,3,3,2,3,4,2,1,3,1,11,4,4,3,1.065200959
49157380,10,1,2,40,4,10,7,7,8,8,10,5,8,10,8,96,8,8,5,2,2,3,3,2,1,2,4,2,4,4,3,1,3,2,1,1,6,1,2.192573695
49157396,12,1,2,54,5,10,96,10,10,10,10,8,2,8,10,10,10,10,96,3,4,4,3,4,4,3,4,4,3,4,3,2,4,2,3,2,2,6,1.057329629
49157411,5,1,1,34,3,10,10,10,10,10,10,10,8,10,8,10,10,10,5,3,1,3,3,3,3,3,4,1,4,2,1,1,3,1,8,7,7,3,0.9245911359
49157565,5,1,2,40,4,8,6,8,8,8,8,9,4,8,9,6,5,7,4,3,3,2,2,1,2,1,4,1,2,2,1,1,4,4,8,7,5,2,0.8320906436
49157577,11,1,1,15,1,6,10,5,4,9,9,8,5,10,9,96,6,7,10,1,1,2,4,2,4,4,4,4,4,4,2,4,1,1,3,2,2,2,0.4919074785
49157686,11,1,1,29,3,8,10,7,5,5,5,10,2,8,4,7,3,8,9,3,1,1,3,3,3,1,4,3,4,2,3,1,1,2,3,2,5,2,0.4808851904
49157696,12,1,1,12,1,9,10,10,10,7,5,8,9,10,10,10,5,10,10,1,3,4,2,1,1,1,4,1,1,3,3,2,3,1,8,7,97,2,0.5490909115
49157703,12,1,1,35,4,5,5,96,10,7,96,5,2,10,96,96,3,7,10,3,2,3,3,3,4,2,4,2,4,4,4,2,1,1,7,6,4,3,1.272313059
49157792,12,1,1,63,6,2,96,96,2,96,1,96,96,1,96,96,96,96,96,3,3,4,4,4,4,4,4,3,4,4,4,3,4,2,8,7,5,2,1.084561078
49157793,12,1,1,15,1,6,10,8,8,9,3,7,1,9,8,96,2,7,10,2,2,3,3,2,4,4,4,4,3,4,4,2,1,1,8,7,4,3,1.329312308
49157794,12,1,2,44,4,3,10,96,10,10,10,10,96,10,96,10,10,5,5,3,1,3,3,4,2,4,4,3,4,4,3,3,1,4,8,7,6,3,0.8387009575
49157795,12,1,2,14,1,10,10,10,10,10,10,6,4,10,9,96,10,9,10,1,1,2,4,2,3,3,4,3,4,4,4,2,1,1,11,4,2,4,1.648219371
49157885,2,1,2,63,6,1,10,2,8,9,8,8,5,10,2,10,10,96,96,3,3,3,4,3,3,3,4,3,4,4,3,3,4,1,8,7,2,1,1.23307513
49157925,3,1,1,29,3,10,7,96,7,10,5,6,9,7,5,96,6,8,10,2,2,3,2,2,3,2,4,2,3,4,2,1,1,2,1,1,7,1,1.914082422
49158052,12,1,2,26,3,4,10,5,7,7,4,3,7,5,6,1,4,2,2,3,3,4,4,4,4,3,4,3,4,4,4,4,3,2,11,4,5,2,0.8682501757
49158071,12,1,2,17,2,5,10,4,10,10,5,8,3,10,96,10,5,9,10,4,1,4,2,4,2,1,4,1,4,2,2,1,1,1,3,2,4,1,1.305583222
49158168,12,1,2,31,3,10,10,10,10,7,10,10,96,10,96,96,10,10,5,2,1,3,3,3,3,1,4,3,4,4,1,1,1,3,11,4,6,3,1.126017866
49158209,12,1,1,18,2,2,10,10,8,10,9,6,9,10,4,7,7,3,7,1,1,3,2,2,2,1,2,2,2,2,2,3,1,1,8,7,4,3,0.8521014513
49158390,12,1,2,46,5,10,96,10,10,10,10,10,6,5,7,3,10,10,96,3,4,3,3,3,1,1,3,3,3,3,3,3,4,1,8,7,4,3,0.770344035
49158396,11,1,2,19,2,10,10,8,10,10,10,10,96,10,10,6,10,10,96,2,1,1,3,3,2,1,4,2,1,4,3,1,4,2,11,4,5,1,0.430936581
49158404,5,1,1,44,4,96,96,96,10,96,96,96,96,96,96,96,96,96,96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,3,1.448441536
49158405,12,1,1,15,1,7,9,6,5,9,5,6,96,8,2,96,1,5,9,2,2,4,3,4,4,4,4,2,4,4,4,2,2,1,4,2,4,3,1.305583222
49158436,2,1,2,28,3,10,10,96,10,96,96,96,5,5,10,96,10,10,1,3,2,3,4,4,4,3,4,4,4,3,1,1,1,1,3,2,5,1,0.964693193
49158448,12,1,1,35,4,10,10,10,10,10,10,10,10,10,10,10,10,96,96,1,1,2,2,2,2,1,4,1,4,2,1,4,3,1,1,1,2,2,1.179228588
49158523,12,1,1,33,3,1,8,1,7,9,6,8,8,6,2,7,6,3,1,3,1,3,2,1,3,2,1,2,3,2,4,2,4,2,11,4,7,2,1.126017866
49158548,12,1,1,24,2,2,10,4,6,7,6,6,4,9,4,3,3,6,10,3,1,3,2,2,3,2,4,2,4,4,3,2,1,2,11,4,7,2,0.8027385099
49158645,11,1,2,23,2,10,10,9,7,10,10,7,3,10,6,96,5,10,96,2,2,3,3,3,4,3,4,2,3,3,3,1,3,1,8,7,6,3,0.430936581
49158647,12,1,1,34,3,8,10,5,7,6,6,7,6,8,7,7,6,8,8,3,1,1,3,4,4,2,2,4,4,2,3,2,1,2,8,7,5,3,1.272313059
49158667,12,1,1,39,4,5,8,8,6,5,96,10,96,7,96,96,96,96,96,3,1,2,2,2,4,1,4,1,4,3,1,3,3,2,8,7,3,3,1.648219371
49158668,12,1,2,18,2,3,10,9,5,8,9,5,2,10,2,7,8,5,1,3,2,3,3,2,3,1,3,1,3,3,3,2,1,1,1,1,4,1,1.084561078
49158748,12,1,2,25,3,9,10,10,10,10,9,10,6,10,8,96,5,10,10,1,1,3,1,4,3,3,4,1,3,4,4,1,1,1,11,4,4,2,1.300027446
49158749,12,1,2,60,6,8,10,96,10,4,5,96,9,3,6,96,10,6,96,3,3,3,3,4,3,4,3,3,4,4,3,3,4,3,3,2,4,3,0.6952136551
49158836,3,1,1,65,6,96,7,5,7,7,7,96,7,7,7,96,7,10,96,3,3,3,3,2,3,4,2,2,3,4,1,2,4,2,2,1,5,2,0.9511380792
49158837,3,1,1,41,4,3,5,5,7,3,6,8,6,5,3,96,4,7,10,2,2,2,3,3,3,2,4,3,4,3,2,1,1,2,2,1,6,4,1.793337351
49158838,3,1,2,50,5,7,96,96,8,8,8,96,96,6,96,96,6,5,96,1,4,3,3,4,3,1,3,4,4,4,2,1,4,1,8,7,5,2,1.291674898
49158839,3,1,1,22,2,10,10,10,7,8,8,9,5,5,10,1,10,10,96,1,1,3,3,1,1,1,3,3,1,4,2,1,3,1,3,2,7,1,2.20046903
49158840,3,1,2,26,3,9,10,6,10,10,8,9,9,6,8,1,8,10,4,2,1,3,2,2,3,2,4,3,3,4,2,1,3,1,6,5,6,2,1.771767559
49158841,3,1,2,61,6,6,96,96,96,96,7,5,96,9,96,96,4,4,96,4,3,3,3,3,3,3,4,3,4,3,3,1,4,1,3,2,2,3,0.6111087015
49158945,6,1,2,34,3,96,10,1,10,9,8,7,6,7,9,96,7,9,3,3,1,3,3,3,3,3,4,3,4,3,2,1,1,2,1,1,5,2,0.4192049144
49159049,11,1,2,26,3,8,9,4,8,8,10,8,96,9,7,96,9,8,96,2,1,3,3,1,1,1,4,1,3,4,2,1,3,1,8,7,5,2,0.4808851904
49159305,12,1,1,22,2,10,10,10,96,10,96,5,10,10,10,96,96,10,96,1,1,1,2,1,2,3,3,1,2,4,3,1,3,1,11,4,5,4,1.300027446
49159382,12,1,2,34,3,6,10,2,4,8,7,2,3,8,4,2,9,4,9,2,1,3,3,1,3,4,3,2,4,3,3,1,1,1,8,7,6,1,1.009619394
49159641,12,1,1,29,3,10,10,96,9,10,10,8,7,10,7,8,6,10,5,1,1,4,2,1,1,2,3,2,1,2,2,1,1,1,8,7,7,3,1.005323062
49159756,12,1,1,36,4,2,9,8,8,10,10,7,8,4,2,96,6,6,7,3,1,2,2,2,2,2,3,3,4,3,2,2,1,2,10,3,7,4,0.9838912748
49159794,12,1,2,46,5,7,10,8,9,9,8,8,9,10,8,96,8,6,96,2,1,3,2,2,2,1,2,1,2,4,2,2,4,2,7,6,8,3,1.126017866
49160027,12,1,1,16,2,5,10,5,5,10,8,96,10,10,7,96,96,5,5,3,1,3,3,1,1,3,1,1,3,4,3,1,1,1,3,2,4,2,1.300027446
49160335,4,1,2,19,2,8,10,10,10,10,4,5,10,8,6,96,7,9,2,1,2,2,3,3,3,4,2,4,4,4,4,1,2,1,11,4,6,3,0.8880995262
49160336,4,1,1,50,5,96,7,4,8,5,7,96,8,5,6,96,4,5,96,4,3,3,4,4,4,4,4,4,4,4,4,2,4,2,8,7,1,6,1.538927778
49160337,4,1,2,31,3,3,4,8,8,96,5,6,10,96,8,96,5,10,5,4,2,1,4,4,3,1,4,4,4,4,3,3,1,2,8,7,5,3,0.8703142115
49160338,4,1,2,36,4,10,10,7,10,10,10,96,10,10,8,96,10,10,96,3,2,3,2,3,3,3,4,3,4,4,2,2,4,2,1,1,5,3,1.225550458
49160339,4,1,2,45,5,10,96,96,8,96,96,8,96,5,8,96,7,10,5,1,2,4,2,4,4,2,4,4,4,3,2,1,4,2,8,7,2,2,0.9831925289
49160340,4,1,2,45,5,2,96,10,10,10,10,4,7,4,7,96,96,4,10,3,3,2,3,3,3,2,1,3,2,4,3,4,1,4,11,4,5,4,0.9121402794
49160341,4,1,2,25,3,9,10,5,10,10,7,10,7,10,8,3,8,10,7,2,2,4,3,2,3,2,4,2,3,3,2,1,1,1,11,4,5,3,0.6763285471
49160342,4,1,1,25,3,10,10,96,96,10,10,96,10,10,96,96,96,96,5,1,2,4,2,2,2,1,4,2,4,2,1,3,2,1,11,4,8,2,0.7383517609
49160343,4,1,2,14,1,5,8,2,4,9,6,3,2,8,6,1,6,3,9,1,1,2,3,4,4,4,4,4,4,4,1,2,2,1,5,1,2,3,1.067703086
49160421,11,1,1,51,5,96,1,4,3,1,7,5,2,2,1,96,5,5,96,4,3,3,3,4,4,3,4,3,2,4,3,2,4,4,8,7,4,2,0.477364291
49160822,4,1,1,46,5,3,2,96,3,1,1,1,1,96,96,96,3,3,96,3,3,3,3,4,3,3,4,3,4,4,3,3,4,2,11,4,4,3,0.6219940154
49160823,4,1,2,62,6,7,8,5,4,3,3,5,4,9,2,4,8,3,6,2,3,3,4,4,4,4,4,3,2,4,4,3,4,1,8,7,5,3,0.5558906618
49160824,4,1,2,49,5,8,10,8,8,10,10,8,6,10,7,5,9,8,5,3,1,2,1,1,1,2,3,1,3,4,1,3,1,1,8,7,7,3,0.523391466
49160971,4,1,1,26,3,3,4,1,1,7,1,10,96,10,1,10,1,2,7,2,3,1,3,4,4,3,4,3,4,2,4,2,1,1,8,7,6,2,0.5983391993
49160999,4,1,2,37,4,96,8,96,96,7,96,7,96,8,96,96,96,96,96,4,1,4,4,4,4,2,4,3,4,4,4,4,4,2,8,7,5,3,1.016809581
49161000,4,1,2,48,5,2,5,2,96,5,96,96,3,2,96,96,2,96,3,3,4,3,3,4,4,4,4,2,4,4,3,4,4,1,11,4,2,3,0.9831925289
49161001,4,1,1,25,3,10,10,7,9,8,7,8,8,10,6,96,6,10,10,1,2,3,1,3,3,3,3,3,4,4,3,1,1,1,12,4,7,3,0.9017593776
49161002,4,1,1,25,3,2,7,3,5,3,5,3,3,6,1,6,4,4,10,3,3,3,3,4,1,3,4,4,4,4,3,3,2,1,1,1,3,3,0.8967733727
49161064,7,1,1,25,3,10,10,4,7,9,7,10,8,5,8,6,7,10,10,1,1,3,1,2,3,1,3,3,3,2,2,1,1,1,6,5,6,3,0.3901777838
49161065,7,1,1,18,2,10,10,10,10,10,8,10,10,10,8,5,10,10,10,1,1,2,1,3,3,3,2,1,2,1,2,3,1,1,3,2,4,1,0.3278661857
49161067,7,1,2,19,2,9,10,8,7,8,8,5,8,9,7,96,10,8,9,3,1,3,3,4,2,4,4,3,4,4,2,2,1,1,3,2,6,3,1.03142269
49161241,12,1,2,28,3,10,10,9,9,10,10,10,10,10,9,9,10,4,9,1,2,4,4,4,4,4,4,4,4,4,4,1,2,1,8,7,5,2,0.9386159731
49161242,12,1,2,23,2,3,8,7,7,8,8,5,8,6,4,7,6,8,9,3,1,3,2,3,2,3,2,1,2,2,2,1,1,1,12,4,6,3,0.9120528279
49161243,12,1,1,17,2,7,10,10,9,10,5,7,10,10,7,10,5,6,10,1,1,2,2,2,4,4,4,4,4,4,4,1,1,1,8,7,4,1,1.150431996
49161244,12,1,2,55,5,10,10,8,10,10,10,10,10,96,96,96,10,10,96,3,2,3,3,3,3,3,4,4,4,3,1,1,4,1,7,6,7,3,0.7258402793
49161245,12,1,1,36,4,10,10,8,8,8,6,10,8,10,3,10,5,10,5,1,1,3,2,1,3,1,3,1,4,2,3,1,1,2,7,6,7,3,0.8896395386
49161246,12,1,2,25,3,6,9,3,5,10,10,10,7,10,4,10,8,10,8,3,1,3,3,2,2,3,3,2,4,3,2,1,1,1,8,7,7,3,0.8896395386
49161247,12,1,2,42,4,8,8,6,8,8,6,8,6,8,6,96,8,6,96,2,2,3,2,3,4,1,3,3,2,4,2,1,4,1,7,6,5,2,0.9386159731
49161335,11,1,1,41,4,8,8,4,5,96,96,96,96,8,96,96,3,9,96,3,2,3,3,4,4,3,4,3,4,3,3,1,4,2,3,2,1,1,0.4773746485
49161847,8,1,2,70,6,96,96,96,96,8,96,5,96,4,1,96,96,6,96,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,8,7,3,2,0.7389058461
49161848,8,1,1,52,5,10,8,10,9,10,10,10,8,10,9,10,10,10,8,1,4,4,1,4,1,2,4,1,4,2,3,4,1,1,8,7,1,2,0.7559654116
49161849,8,1,2,41,4,10,10,10,8,8,8,8,7,10,2,6,10,6,1,2,1,2,3,1,1,1,3,2,4,3,1,2,4,2,8,7,3,2,0.6486851843
49162388,1,1,2,18,2,10,9,9,10,8,6,5,10,10,8,4,10,10,10,1,1,3,1,3,3,2,4,2,2,2,4,1,1,1,11,4,4,2,0.4009251087
49163519,12,1,2,55,5,7,10,10,9,9,10,5,3,10,8,8,5,10,96,3,2,3,3,3,3,1,4,3,4,2,2,2,4,3,7,6,5,1,1.456103203
49163954,1,1,2,15,1,5,10,5,10,9,9,10,1,9,2,96,8,10,10,1,1,3,1,4,3,1,4,3,4,4,1,1,1,1,8,7,4,4,0.6264230225
49164690,12,1,2,25,3,4,10,5,9,10,7,7,10,10,6,10,10,8,9,3,1,3,3,2,2,1,2,1,3,2,2,1,1,1,8,7,7,3,0.9838912748
49167903,6,1,1,16,2,4,10,8,9,2,4,5,2,6,1,5,3,3,10,4,3,2,4,3,4,3,4,4,4,2,4,4,1,1,8,7,3,2,0.8303689752
49167904,6,1,2,65,6,8,10,9,10,10,10,10,9,10,10,5,9,8,8,3,3,3,4,4,3,3,4,4,4,3,3,3,4,4,8,7,5,2,0.7336494081
49167905,6,1,2,46,5,96,8,96,96,96,96,9,96,96,96,96,96,96,96,3,1,2,4,4,4,4,4,2,4,2,4,1,4,2,8,7,5,2,1.006759341
49168940,2,1,2,38,4,5,8,7,6,7,5,9,4,10,5,9,8,4,1,3,1,2,3,1,2,2,3,1,3,1,1,3,3,1,5,1,7,1,1.090049315
49179011,5,1,2,45,5,96,10,96,96,96,10,10,96,96,96,10,5,10,10,4,1,3,4,4,3,1,4,2,4,3,3,1,1,1,3,2,2,2,2.936989042
49179836,5,1,2,20,2,8,10,96,10,10,10,96,10,10,10,96,10,10,7,3,1,3,3,4,1,4,4,2,4,3,4,1,1,1,5,1,5,4,3.041232659
49180019,1,1,1,32,3,4,5,6,5,8,5,5,4,8,5,8,4,4,3,2,2,3,3,2,3,2,4,1,4,2,3,3,2,1,3,2,5,2,0.4659863867
49180253,11,1,2,20,2,9,10,7,10,10,10,10,10,10,10,5,10,10,5,1,1,2,2,1,1,1,4,1,2,2,1,1,2,1,8,7,5,2,0.430936581
49180354,11,1,1,65,6,7,4,7,5,5,4,10,5,8,96,10,7,8,2,4,3,3,4,4,4,1,4,4,4,3,4,2,4,1,8,7,2,2,0.5404742029
49180414,10,1,2,29,3,10,10,10,7,10,10,10,4,6,8,4,10,8,10,2,1,3,3,3,1,3,4,1,3,1,2,2,1,1,11,4,6,1,1.054218415
49180800,10,1,1,53,5,2,7,5,6,6,2,1,10,8,1,9,5,4,3,4,3,3,4,4,4,4,4,4,4,3,4,2,4,2,8,7,2,5,1.367579899
49180862,11,1,2,28,3,10,9,9,8,8,10,10,96,10,10,7,9,10,96,2,4,4,4,4,4,4,3,4,4,2,3,1,3,1,8,7,5,1,0.4808851904
49180873,5,1,1,59,5,2,3,6,10,9,3,8,4,7,5,96,1,6,8,3,3,3,3,3,3,4,4,4,4,4,1,1,3,2,8,7,3,4,1.933243065
49181046,11,1,1,30,3,10,10,6,9,10,10,10,4,10,9,10,9,7,6,4,1,4,2,3,2,2,4,1,4,1,3,1,3,1,3,2,6,1,0.4808851904
49181107,11,1,1,40,4,8,10,7,5,9,7,10,10,8,4,96,7,10,9,3,1,3,2,2,1,1,3,1,3,4,3,1,1,2,3,2,6,2,0.4773746485
49181112,10,1,1,43,4,8,8,10,10,6,7,10,10,7,5,8,8,4,3,3,3,3,4,4,4,4,4,3,4,3,4,4,4,2,8,7,5,2,1.054218415
49181590,11,1,1,37,4,9,9,9,9,9,8,9,7,8,8,10,9,9,7,1,1,3,4,2,4,1,4,3,3,1,1,1,3,2,8,7,5,2,0.4773746485
49181644,10,1,2,59,5,10,10,10,10,10,10,5,10,5,10,96,10,10,96,3,2,3,3,2,2,2,4,4,3,4,4,1,4,1,8,7,4,2,1.367579899
49181723,5,1,1,52,5,4,7,7,8,5,5,9,7,7,7,96,7,4,3,3,3,3,3,3,3,2,3,3,4,3,3,4,4,1,8,7,2,1,0.8767605037
49181768,11,1,1,36,4,10,10,7,7,8,8,10,6,10,9,5,10,10,96,3,2,2,3,2,2,2,2,2,2,2,2,3,4,2,8,7,5,2,0.4773746485
49182065,11,1,2,28,3,96,96,96,96,96,96,96,96,96,96,96,96,1,96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,8,7,5,2,0.4808851904
49182079,12,1,1,46,5,10,8,8,10,10,10,10,10,10,10,10,10,10,5,1,4,4,3,2,1,1,1,3,1,2,1,1,4,2,6,5,4,1,0.9386159731
49182166,1,1,2,45,5,7,10,10,10,10,7,10,8,10,10,10,10,10,2,3,3,3,2,1,1,1,3,1,3,2,1,1,3,2,7,6,6,2,0.4659863867
49182188,10,1,2,52,5,9,8,10,10,8,10,10,7,10,10,6,9,9,8,3,3,3,3,4,3,1,4,3,4,4,3,1,1,1,8,7,5,3,1.054218415
49182197,5,1,1,18,2,5,10,7,10,10,5,10,5,10,96,10,96,10,10,2,2,3,3,3,4,1,4,1,4,2,2,1,1,1,1,1,5,2,1.98955975
49182308,12,1,2,68,6,10,10,5,9,10,10,8,9,9,6,3,10,8,2,3,1,1,3,3,3,1,3,2,3,3,3,1,4,2,8,7,3,2,1.805427882
49182454,11,1,1,18,2,7,10,10,10,10,10,10,8,10,5,6,10,3,10,3,1,4,4,4,1,1,4,3,4,3,4,3,1,1,8,7,4,1,0.430936581
49182457,5,1,2,43,4,1,1,2,1,2,2,6,1,5,2,3,2,4,2,4,4,3,4,4,4,3,4,4,4,4,4,4,4,2,8,7,1,2,1.436207329
49182521,12,1,1,18,2,7,8,5,8,7,7,8,7,6,5,4,7,5,7,1,1,3,3,2,2,1,3,1,1,4,1,1,1,1,8,7,5,3,1.456103203
49182578,11,1,2,42,4,6,6,5,7,6,7,8,6,5,6,7,7,4,5,3,3,4,3,3,2,2,4,3,4,2,4,2,4,1,4,2,5,2,0.4773746485
49183086,10,1,2,68,6,7,7,7,9,10,9,96,10,2,8,96,7,2,96,3,3,3,3,3,3,4,4,3,3,4,3,3,4,1,1,1,3,2,1.054218415
49183101,12,1,1,43,4,10,10,6,10,10,6,10,7,10,9,10,10,8,5,3,3,4,3,3,3,3,3,1,4,3,3,4,1,1,8,7,4,2,1.065200959
49183116,11,1,1,17,2,7,10,9,6,5,7,3,5,6,6,2,8,8,9,1,1,3,1,3,1,1,4,1,2,4,2,1,1,1,3,2,5,2,0.430936581
49183294,5,1,2,60,6,10,8,4,8,10,8,6,6,10,8,6,10,8,8,3,3,3,3,3,3,3,3,3,3,4,3,1,4,2,1,1,3,1,0.899821882
49183295,12,1,2,45,5,96,7,96,6,6,96,6,7,96,7,96,6,7,96,3,3,4,4,4,4,4,4,3,4,4,4,2,4,4,1,1,4,2,1.084561078
49183303,5,1,1,12,1,10,6,4,10,9,10,4,10,8,5,2,2,9,5,1,1,3,3,1,4,4,3,1,3,4,3,1,1,1,1,1,2,2,2.12316739
49183305,11,1,2,65,6,10,8,10,10,9,5,6,8,6,8,96,10,5,96,2,3,3,3,3,3,3,4,3,4,4,3,2,4,3,3,2,3,2,0.5404742029
49183368,12,1,1,17,2,9,9,5,9,9,7,6,8,8,6,4,5,8,9,1,1,4,1,3,3,4,2,3,3,4,3,1,1,1,11,4,5,1,1.179415606
49183369,5,1,2,26,3,7,10,10,10,10,10,10,10,10,8,10,10,8,6,4,3,3,4,4,3,4,4,3,4,3,3,4,1,2,8,7,5,2,0.9167816114
49183521,10,1,2,44,4,4,9,1,9,10,5,6,8,96,7,96,10,10,96,3,3,3,3,3,4,3,4,3,4,3,4,3,4,1,1,1,1,4,1.367579899
49183541,8,1,1,47,5,10,8,2,10,10,10,10,5,5,5,10,10,8,2,1,2,4,1,1,1,1,4,2,2,2,2,2,3,2,8,7,6,1,0.7389058461
49183702,1,1,1,49,5,10,10,7,10,10,10,10,8,9,8,7,10,10,6,1,1,3,1,1,1,1,1,1,3,3,1,1,2,2,7,6,7,1,0.5675582185
49183798,12,1,1,30,3,4,8,7,7,7,5,9,4,8,5,8,6,10,2,3,1,3,3,3,3,1,3,2,3,2,3,1,1,2,6,5,6,2,0.8896395386
49183876,9,1,2,47,5,9,10,8,10,10,10,5,8,9,8,96,10,7,4,4,2,3,4,4,4,3,4,4,4,4,4,3,4,2,8,7,4,2,1.169659814
49183956,12,1,2,32,3,6,10,10,7,9,10,10,8,10,10,10,5,8,96,4,2,1,4,4,4,1,4,2,2,4,4,4,4,2,8,7,5,2,0.9386159731
49183968,12,1,2,38,4,3,9,3,9,9,10,10,7,9,7,10,6,10,96,1,1,3,1,2,1,3,3,1,4,2,1,1,4,2,11,4,8,3,1.126017866
49184007,5,1,1,65,6,10,4,8,10,9,10,10,3,2,10,7,10,6,5,4,3,3,4,4,4,4,4,4,4,3,4,4,4,1,8,7,1,1,1.375463941
49184032,10,1,1,26,3,7,3,96,7,5,96,96,96,96,5,96,5,7,7,3,3,3,2,3,4,3,4,4,3,4,2,1,1,1,1,1,6,1,1.054218415
49184169,11,1,1,29,3,96,8,5,2,2,2,7,96,5,5,96,96,3,8,3,2,4,4,4,4,3,4,3,4,4,4,3,3,1,3,2,5,1,0.4808851904
49184187,12,1,1,19,2,8,10,7,9,10,6,8,9,9,8,4,7,7,10,2,1,3,2,2,3,2,3,2,2,3,1,1,1,1,11,4,7,2,0.9186969407
49184192,6,1,1,60,6,7,3,5,8,9,6,8,6,4,7,4,9,8,4,2,4,3,2,4,4,2,4,4,4,4,2,2,4,2,8,7,5,2,0.8338223445
49184278,5,1,2,59,5,96,96,96,96,96,96,96,96,96,96,96,96,96,96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,8,7,1,1,0.8767605037
49184294,11,1,1,27,3,9,7,5,5,5,8,4,96,6,4,5,4,8,2,3,1,1,3,3,2,3,3,4,3,3,4,1,4,1,8,7,5,1,0.4808851904
49184473,3,1,1,69,6,9,5,7,6,8,96,10,9,5,10,96,9,10,96,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,8,7,3,2,0.6601951916
49184505,11,1,1,52,5,10,10,10,10,10,96,96,96,96,10,96,10,10,10,4,3,3,3,4,3,3,4,3,4,3,3,2,4,2,3,2,5,6,0.477364291
49184566,4,1,2,67,6,3,4,10,7,8,10,10,10,10,9,2,10,5,8,3,3,3,3,4,2,3,4,3,3,3,3,3,3,4,7,6,4,3,0.8152011933
49184623,12,1,1,56,5,5,5,7,7,6,7,7,6,8,5,96,7,7,96,3,3,3,2,3,2,2,3,1,3,3,2,2,3,4,11,4,6,3,0.7441268632
49184704,5,1,1,35,4,5,10,5,8,4,6,3,8,5,7,2,7,4,10,3,3,3,4,4,4,4,4,4,4,4,4,2,1,1,1,1,5,2,2.058984932
49184739,12,1,2,59,5,10,10,8,10,9,5,9,9,3,4,96,6,10,1,3,2,3,4,4,4,4,4,3,4,4,3,2,3,3,8,7,3,3,0.8619980471
49184740,12,1,2,60,6,7,10,10,10,9,10,7,7,10,6,96,10,96,96,4,2,3,3,4,4,4,4,4,4,4,4,4,4,3,8,7,3,4,1.344751393
49184870,12,1,2,64,6,7,1,96,1,96,4,1,96,96,4,96,10,8,96,2,4,4,4,4,3,1,4,4,4,4,1,1,4,2,3,2,5,3,1.038056456
49184905,12,1,2,66,6,5,10,10,10,10,10,10,10,5,10,96,10,5,5,3,2,3,4,3,3,4,4,3,4,3,4,4,2,3,3,2,1,5,1.163793504
49184907,10,1,1,43,4,10,9,10,10,8,8,10,3,9,8,96,8,10,3,2,1,2,2,2,2,1,4,2,3,3,3,1,3,2,8,7,7,2,1.367579899
49184911,9,1,1,25,3,8,10,2,10,10,10,96,10,3,10,96,5,10,7,3,2,3,3,3,3,4,4,3,4,4,4,2,1,1,2,1,5,3,1.169659814
49184937,10,1,2,19,2,6,8,7,7,7,8,7,7,9,4,7,4,7,5,1,2,3,3,3,2,3,4,2,3,4,2,1,1,1,2,1,6,1,1.054218415
49184992,8,1,2,61,6,8,8,10,9,8,96,96,96,96,7,96,9,9,96,4,2,3,4,4,4,4,4,4,3,4,2,2,4,1,1,1,5,2,0.6486851843
